"Jahr","Alter","Geschlecht","qx"
"2017-2019",111,"M",NA
"2017-2019",111,"F",0.614147492697172
"2017-2019",111,"U",0.645311859404507
"2016-2018",0,"M",0.00313199105145414
"2016-2018",0,"F",0.00265103398215286
"2016-2018",0,"U",0.0028982951430554
"2016-2018",1,"M",0.000262335430215222
"2016-2018",1,"F",0.000191892173193435
"2016-2018",1,"U",0.000228269312344918
"2016-2018",2,"M",0.000182729500848257
"2016-2018",2,"F",0.000111396531187504
"2016-2018",2,"U",0.000148122514422758
"2016-2018",3,"M",0.00013228632645515
"2016-2018",3,"F",7.68901482230989e-05
"2016-2018",3,"U",0.000105403040465616
"2016-2018",4,"M",0.00010334160771794
"2016-2018",4,"F",7.24773160187941e-05
"2016-2018",4,"U",8.84060603245428e-05
"2016-2018",5,"M",8.82310453186253e-05
"2016-2018",5,"F",8.2262326292677e-05
"2016-2018",5,"U",8.54267438496829e-05
"2016-2018",6,"M",7.92905464751825e-05
"2016-2018",6,"F",9.03499539102335e-05
"2016-2018",6,"U",8.47606034104609e-05
"2016-2018",7,"M",7.07678032116523e-05
"2016-2018",7,"F",8.53173705906387e-05
"2016-2018",7,"U",7.78737472755538e-05
"2016-2018",8,"M",6.34950851828302e-05
"2016-2018",8,"F",7.114559692706e-05
"2016-2018",8,"U",6.71524640316273e-05
"2016-2018",9,"M",5.97212043455897e-05
"2016-2018",9,"F",5.5129488459487e-05
"2016-2018",9,"U",5.73323041595246e-05
"2016-2018",10,"M",6.16949726590025e-05
"2016-2018",10,"F",4.45639007299229e-05
"2016-2018",10,"U",5.31488181428426e-05
"2016-2018",11,"M",7.16648684273898e-05
"2016-2018",11,"F",4.67412796481301e-05
"2016-2018",11,"U",5.93362055160163e-05
"2016-2018",12,"M",9.14366202241822e-05
"2016-2018",12,"F",6.57564975175253e-05
"2016-2018",12,"U",7.88359657835795e-05
"2016-2018",13,"M",0.000121500385944801
"2016-2018",13,"F",9.62032715462667e-05
"2016-2018",13,"U",0.000109262834090417
"2016-2018",14,"M",0.000162103094743321
"2016-2018",14,"F",0.000130918701649682
"2016-2018",14,"U",0.000147246708874631
"2016-2018",15,"M",0.000213491675764613
"2016-2018",15,"F",0.000162739887735437
"2016-2018",15,"U",0.000189417488565941
"2016-2018",16,"M",0.000275908216241025
"2016-2018",16,"F",0.000184510606814891
"2016-2018",16,"U",0.000232405804492959
"2016-2018",17,"M",0.000347432261274142
"2016-2018",17,"F",0.000192056827722896
"2016-2018",17,"U",0.0002731696215487
"2016-2018",18,"M",0.00042058394235034
"2016-2018",18,"F",0.000188871069470797
"2016-2018",18,"U",0.000309508406218524
"2016-2018",19,"M",0.000487002341994508
"2016-2018",19,"F",0.000179660836431147
"2016-2018",19,"U",0.000339354985120812
"2016-2018",20,"M",0.000538326542727415
"2016-2018",20,"F",0.000169133632973849
"2016-2018",20,"U",0.000360642184872017
"2016-2018",21,"M",0.00056622027797685
"2016-2018",21,"F",0.000161989142672934
"2016-2018",21,"U",0.000371311916858951
"2016-2018",22,"M",0.00056757327366109
"2016-2018",22,"F",0.000161269040610717
"2016-2018",22,"U",0.000371232064240466
"2016-2018",23,"M",0.000550935135160584
"2016-2018",23,"F",0.000166315765934128
"2016-2018",23,"U",0.000364567607563239
"2016-2018",24,"M",0.00052643312596526
"2016-2018",24,"F",0.000175971226924056
"2016-2018",24,"U",0.000356064952813676
"2016-2018",25,"M",0.000504194509565489
"2016-2018",25,"F",0.00018907733186168
"2016-2018",25,"U",0.000350470505978474
"2016-2018",26,"M",0.000494308866920818
"2016-2018",26,"F",0.000204478275869557
"2016-2018",26,"U",0.000352511861112778
"2016-2018",27,"M",0.000502306192811589
"2016-2018",27,"F",0.000221294961915028
"2016-2018",27,"U",0.000364640368593005
"2016-2018",28,"M",0.000524861087372207
"2016-2018",28,"F",0.000239185700762812
"2016-2018",28,"U",0.000384886574956333
"2016-2018",29,"M",0.000557630722416194
"2016-2018",29,"F",0.000257870547903436
"2016-2018",29,"U",0.000410773104596809
"2016-2018",30,"M",0.000596272269756871
"2016-2018",30,"F",0.000277069558827225
"2016-2018",30,"U",0.000439822581908307
"2016-2018",31,"M",0.00063646226093086
"2016-2018",31,"F",0.000296513878968683
"2016-2018",31,"U",0.000469574183974559
"2016-2018",32,"M",0.000675375096438031
"2016-2018",32,"F",0.000316792686850277
"2016-2018",32,"U",0.000498847775621872
"2016-2018",33,"M",0.000712724168639428
"2016-2018",33,"F",0.00033994958663517
"2016-2018",33,"U",0.000528634076293952
"2016-2018",34,"M",0.000748468810085029
"2016-2018",34,"F",0.000368169065851588
"2016-2018",34,"U",0.000560134085901742
"2016-2018",35,"M",0.000782568353324744
"2016-2018",35,"F",0.000403635612027643
"2016-2018",35,"U",0.000594548804356141
"2016-2018",36,"M",0.000815037284513907
"2016-2018",36,"F",0.000448487178596972
"2016-2018",36,"U",0.000633081169885571
"2016-2018",37,"M",0.000848834456199855
"2016-2018",37,"F",0.000502377503830156
"2016-2018",37,"U",0.000677037597502358
"2016-2018",38,"M",0.000891284217252588
"2016-2018",38,"F",0.00056127707781515
"2016-2018",38,"U",0.000727877923178405
"2016-2018",39,"M",0.000950064189053707
"2016-2018",39,"F",0.000620858328233871
"2016-2018",39,"U",0.000787074398291228
"2016-2018",40,"M",0.00103285199298493
"2016-2018",40,"F",0.000676793682768435
"2016-2018",40,"U",0.000856099274218492
"2016-2018",41,"M",0.00114712466015144
"2016-2018",41,"F",0.000724895826042143
"2016-2018",41,"U",0.000936401455967934
"2016-2018",42,"M",0.00129256127465217
"2016-2018",42,"F",0.000766429931267015
"2016-2018",42,"U",0.00102852225841646
"2016-2018",43,"M",0.00145871111161263
"2016-2018",43,"F",0.000809744147184421
"2016-2018",43,"U",0.00113182400475902
"2016-2018",44,"M",0.00163444645397522
"2016-2018",44,"F",0.00086365998971276
"2016-2018",44,"U",0.00124559022419261
"2016-2018",45,"M",0.00180863958468205
"2016-2018",45,"F",0.000936998974770331
"2016-2018",45,"U",0.00136910444591409
"2016-2018",46,"M",0.00197067420315414
"2016-2018",46,"F",0.00103835400339733
"2016-2018",46,"U",0.00150177464867476
"2016-2018",47,"M",0.00212499799517464
"2016-2018",47,"F",0.00116958402976313
"2016-2018",47,"U",0.00164667452492951
"2016-2018",48,"M",0.00229322301826282
"2016-2018",48,"F",0.001324875140803
"2016-2018",48,"U",0.001811054594645
"2016-2018",49,"M",0.00249789506839378
"2016-2018",49,"F",0.0014979960209805
"2016-2018",49,"U",0.00200239259638561
"2016-2018",50,"M",0.0027615599415419
"2016-2018",50,"F",0.00168271535475865
"2016-2018",50,"U",0.00222816626871516
"2016-2018",51,"M",0.00310599943685883
"2016-2018",51,"F",0.00187306981696656
"2016-2018",51,"U",0.00249563207693232
"2016-2018",52,"M",0.00353542342655163
"2016-2018",52,"F",0.0020692598608364
"2016-2018",52,"U",0.00280695720121868
"2016-2018",53,"M",0.00403646985588466
"2016-2018",53,"F",0.00227764971800486
"2016-2018",53,"U",0.00315921953664031
"2016-2018",54,"M",0.004595012673298
"2016-2018",54,"F",0.00250487161047349
"2016-2018",54,"U",0.00354927570499679
"2016-2018",55,"M",0.00519692582723215
"2016-2018",55,"F",0.00275755776024419
"2016-2018",55,"U",0.00397398232808808
"2016-2018",56,"M",0.00582866205943687
"2016-2018",56,"F",0.00304203288503503
"2016-2018",56,"U",0.00443025954540344
"2016-2018",57,"M",0.00648731373292961
"2016-2018",57,"F",0.00335896902990814
"2016-2018",57,"U",0.00491619510523044
"2016-2018",58,"M",0.00717931087319076
"2016-2018",58,"F",0.00370407727863333
"2016-2018",58,"U",0.00543090148564503
"2016-2018",59,"M",0.00791140051570977
"2016-2018",59,"F",0.00407290029227318
"2016-2018",59,"U",0.00597352595390039
"2016-2018",60,"M",0.00869032969597672
"2016-2018",60,"F",0.00446098073189079
"2016-2018",60,"U",0.00654321577725037
"2016-2018",61,"M",0.00952336448693273
"2016-2018",61,"F",0.00486502252416467
"2016-2018",61,"U",0.00714016419566715
"2016-2018",62,"M",0.0104255372996836
"2016-2018",62,"F",0.00529910557017229
"2016-2018",62,"U",0.00778021530017551
"2016-2018",63,"M",0.0114178590878328
"2016-2018",63,"F",0.00579068583049105
"2016-2018",63,"U",0.00849126123793183
"2016-2018",64,"M",0.0125214945938586
"2016-2018",64,"F",0.00636756334439961
"2016-2018",64,"U",0.0093015040739354
"2016-2018",65,"M",0.0137576085602389
"2016-2018",65,"F",0.00705753815117629
"2016-2018",65,"U",0.0102391458731852
"2016-2018",66,"M",0.0151453890924172
"2016-2018",66,"F",0.00788511976610244
"2016-2018",66,"U",0.0113291751037109
"2016-2018",67,"M",0.016679598388302
"2016-2018",67,"F",0.00883415569444724
"2016-2018",67,"U",0.0125568688343039
"2016-2018",68,"M",0.0183385242713186
"2016-2018",68,"F",0.00986106841421127
"2016-2018",68,"U",0.013880720258422
"2016-2018",69,"M",0.0201001459683952
"2016-2018",69,"F",0.010921766680258
"2016-2018",69,"U",0.0152587208563862
"2016-2018",70,"M",0.0219424427064599
"2016-2018",70,"F",0.0119721592474509
"2016-2018",70,"U",0.0166488621085176
"2016-2018",71,"M",0.0238458225987761
"2016-2018",71,"F",0.0129762648324496
"2016-2018",71,"U",0.0180158970621163
"2016-2018",72,"M",0.0258157686463998
"2016-2018",72,"F",0.0139818262764592
"2016-2018",72,"U",0.0193943825798549
"2016-2018",73,"M",0.0278725566887369
"2016-2018",73,"F",0.0150859791617682
"2016-2018",73,"U",0.020860056030001
"2016-2018",74,"M",0.0300366537603282
"2016-2018",74,"F",0.0163864974641594
"2016-2018",74,"U",0.0224891870324507
"2016-2018",75,"M",0.0323285268957135
"2016-2018",75,"F",0.017981155159415
"2016-2018",75,"U",0.0243580452070994
"2016-2018",76,"M",0.0347882985743996
"2016-2018",76,"F",0.0199676082600222
"2016-2018",76,"U",0.0265482930966766
"2016-2018",77,"M",0.0376271664450394
"2016-2018",77,"F",0.0224424860608942
"2016-2018",77,"U",0.0291885316463487
"2016-2018",78,"M",0.0411444136689113
"2016-2018",78,"F",0.0255018892066191
"2016-2018",78,"U",0.0324315300850911
"2016-2018",79,"M",0.0456400513867373
"2016-2018",79,"F",0.0292419139727745
"2016-2018",79,"U",0.0364302573797619
"2016-2018",80,"M",0.0514140907392381
"2016-2018",80,"F",0.0337586566349372
"2016-2018",80,"U",0.0413376824972185
"2016-2018",81,"M",0.058718810400344
"2016-2018",81,"F",0.0391485095938754
"2016-2018",81,"U",0.0472927627256713
"2016-2018",82,"M",0.0674537162816034
"2016-2018",82,"F",0.0455100538005941
"2016-2018",82,"U",0.0543309002908227
"2016-2018",83,"M",0.0773602004983178
"2016-2018",83,"F",0.0529428511207924
"2016-2018",83,"U",0.0624410837328536
"2016-2018",84,"M",0.0881789093459949
"2016-2018",84,"F",0.0615464680471258
"2016-2018",84,"U",0.0716120826594664
"2016-2018",85,"M",0.0996504891201428
"2016-2018",85,"F",0.0714204710722496
"2016-2018",85,"U",0.0818326666783636
"2016-2018",86,"M",0.111590033913408
"2016-2018",86,"F",0.0826662978667637
"2016-2018",86,"U",0.0931130895894314
"2016-2018",87,"M",0.124282402963788
"2016-2018",87,"F",0.0953971932226728
"2016-2018",87,"U",0.105599170314049
"2016-2018",88,"M",0.138195188256215
"2016-2018",88,"F",0.109730994754052
"2016-2018",88,"U",0.119489460904787
"2016-2018",89,"M",0.153796390912713
"2016-2018",89,"F",0.125785550358268
"2016-2018",89,"U",0.134982631483256
"2016-2018",90,"M",0.171554012055303
"2016-2018",90,"F",0.143678707932686
"2016-2018",90,"U",0.152277352171066
"2016-2018",91,"M",0.191810712831292
"2016-2018",91,"F",0.163451039922374
"2016-2018",91,"U",0.171492640907608
"2016-2018",92,"M",0.214231218146129
"2016-2018",92,"F",0.184725152917241
"2016-2018",92,"U",0.192316694569871
"2016-2018",93,"M",0.238252096325771
"2016-2018",93,"F",0.206982988863574
"2016-2018",93,"U",0.21429271902551
"2016-2018",94,"M",0.263309743762052
"2016-2018",94,"F",0.229706383705671
"2016-2018",94,"U",0.236963810879925
"2016-2018",95,"M",0.288840556846806
"2016-2018",95,"F",0.252377173387828
"2016-2018",95,"U",0.25987306673852
"2016-2018",96,"M",0.316647981159103
"2016-2018",96,"F",0.2766534298873
"2016-2018",96,"U",0.284482522832882
"2016-2018",97,"M",0.34549216244703
"2016-2018",97,"F",0.301395237710965
"2016-2018",97,"U",0.309787038521574
"2016-2018",98,"M",0.375654884093159
"2016-2018",98,"F",0.326861667529319
"2016-2018",98,"U",0.336015053795228
"2016-2018",99,"M",0.407136146097486
"2016-2018",99,"F",0.353052719342359
"2016-2018",99,"U",0.363166568653841
"2016-2018",100,"M",0.439935948460014
"2016-2018",100,"F",0.379968393150089
"2016-2018",100,"U",0.391241583097414
"2016-2018",101,"M",0.474054291180744
"2016-2018",101,"F",0.407608688952506
"2016-2018",101,"U",0.420240097125947
"2016-2018",102,"M",0.509491174259672
"2016-2018",102,"F",0.435973606749612
"2016-2018",102,"U",0.45016211073944
"2016-2018",103,"M",0.546246597696802
"2016-2018",103,"F",0.465063146541406
"2016-2018",103,"U",0.481007623937893
"2016-2018",104,"M",0.584320561492132
"2016-2018",104,"F",0.494877308327887
"2016-2018",104,"U",0.512776636721305
"2016-2018",105,"M",0.623713065645661
"2016-2018",105,"F",0.525416092109058
"2016-2018",105,"U",0.545469149089678
"2016-2018",106,"M",0.664424110157392
"2016-2018",106,"F",0.556679497884915
"2016-2018",106,"U",0.579085161043011
"2016-2018",107,"M",0.706453695027322
"2016-2018",107,"F",0.588667525655461
"2016-2018",107,"U",0.613624672581304
"2016-2018",108,"M",NA
"2016-2018",108,"F",0.621380175420696
"2016-2018",108,"U",0.649087683704557
"2016-2018",109,"M",NA
"2016-2018",109,"F",0.654817447180618
"2016-2018",109,"U",0.68547419441277
"2016-2018",110,"M",NA
"2016-2018",110,"F",0.688979340935228
"2016-2018",110,"U",0.722784204705943
"2016-2018",111,"M",NA
"2016-2018",111,"F",0.723865856684528
"2016-2018",111,"U",0.761017714584076
